experiment,scenario_id,city,name,valence,token_count,semantic_transparency,template,swap_order,control_avg_logprob,prevention_avg_logprob,prevention_minus_control
name,S4,Boston,Chelsea,under_resourced,1,opaque,T2,True,-5.333333333333333,-2.9791666666666665,2.3541666666666665
name,S4,Chicago,Lincoln Park,affluent,2,transparent,T1,False,-4.6875,-3.3333333333333335,1.3541666666666665
name,S4,Chicago,Lincoln Park,affluent,2,transparent,T1,True,-5.270833333333333,-3.1041666666666665,2.1666666666666665
name,S4,Chicago,Lincoln Park,affluent,2,transparent,T2,False,-4.5625,-3.375,1.1875
name,S4,Chicago,Lincoln Park,affluent,2,transparent,T2,True,-5.229166666666667,-2.9791666666666665,2.2500000000000004
name,S4,Chicago,Lakeview,affluent,1,transparent,T1,False,-4.625,-3.3333333333333335,1.2916666666666665
name,S4,Chicago,Lakeview,affluent,1,transparent,T1,True,-5.270833333333333,-2.9791666666666665,2.2916666666666665
name,S4,Chicago,Lakeview,affluent,1,transparent,T2,False,-4.520833333333333,-3.3541666666666665,1.1666666666666665
name,S4,Chicago,Lakeview,affluent,1,transparent,T2,True,-5.375,-2.7708333333333335,2.6041666666666665
name,S4,Chicago,Winnetka,affluent,1,opaque,T1,False,-4.458333333333333,-3.1666666666666665,1.2916666666666665
name,S4,Chicago,Winnetka,affluent,1,opaque,T1,True,-5.3125,-3.0416666666666665,2.2708333333333335
name,S4,Chicago,Winnetka,affluent,1,opaque,T2,False,-4.3125,-3.3958333333333335,0.9166666666666665
name,S4,Chicago,Winnetka,affluent,1,opaque,T2,True,-5.333333333333333,-2.8125,2.520833333333333
name,S4,Chicago,Englewood,under_resourced,1,semi,T1,False,-4.729166666666667,-3.4791666666666665,1.2500000000000004
name,S4,Chicago,Englewood,under_resourced,1,semi,T1,True,-5.333333333333333,-3.1458333333333335,2.1874999999999996
name,S4,Chicago,Englewood,under_resourced,1,semi,T2,False,-4.541666666666667,-3.3958333333333335,1.1458333333333335
name,S4,Chicago,Englewood,under_resourced,1,semi,T2,True,-5.375,-2.9791666666666665,2.3958333333333335
name,S4,Chicago,Austin,under_resourced,1,opaque,T1,False,-4.791666666666667,-3.3541666666666665,1.4375000000000004
name,S4,Chicago,Austin,under_resourced,1,opaque,T1,True,-5.270833333333333,-3.1666666666666665,2.1041666666666665
name,S4,Chicago,Austin,under_resourced,1,opaque,T2,False,-4.5,-3.375,1.125
name,S4,Chicago,Austin,under_resourced,1,opaque,T2,True,-5.208333333333333,-2.9166666666666665,2.2916666666666665
name,S4,Chicago,Harvey,under_resourced,1,opaque,T1,False,-4.666666666666667,-3.4166666666666665,1.2500000000000004
name,S4,Chicago,Harvey,under_resourced,1,opaque,T1,True,-5.291666666666667,-3.1875,2.104166666666667
name,S4,Chicago,Harvey,under_resourced,1,opaque,T2,False,-4.458333333333333,-3.4375,1.020833333333333
name,S4,Chicago,Harvey,under_resourced,1,opaque,T2,True,-5.375,-3.0416666666666665,2.3333333333333335
name,S4,Los Angeles,Brentwood,affluent,1,semi,T1,False,-4.729166666666667,-3.3958333333333335,1.3333333333333335
name,S4,Los Angeles,Brentwood,affluent,1,semi,T1,True,-5.25,-3.0625,2.1875
name,S4,Los Angeles,Brentwood,affluent,1,semi,T2,False,-4.479166666666667,-3.3541666666666665,1.1250000000000004
name,S4,Los Angeles,Brentwood,affluent,1,semi,T2,True,-5.333333333333333,-2.7916666666666665,2.5416666666666665
name,S4,Los Angeles,Beverly Grove,affluent,2,transparent,T1,False,-4.708333333333333,-3.375,1.333333333333333
name,S4,Los Angeles,Beverly Grove,affluent,2,transparent,T1,True,-5.270833333333333,-3.0833333333333335,2.1874999999999996
name,S4,Los Angeles,Beverly Grove,affluent,2,transparent,T2,False,-4.520833333333333,-3.375,1.145833333333333
name,S4,Los Angeles,Beverly Grove,affluent,2,transparent,T2,True,-5.125,-2.75,2.375
name,S4,Los Angeles,Pasadena,affluent,1,opaque,T1,False,-4.729166666666667,-3.3333333333333335,1.3958333333333335
name,S4,Los Angeles,Pasadena,affluent,1,opaque,T1,True,-5.375,-3.25,2.125
name,S4,Los Angeles,Pasadena,affluent,1,opaque,T2,False,-4.5,-3.375,1.125
name,S4,Los Angeles,Pasadena,affluent,1,opaque,T2,True,-5.333333333333333,-2.9166666666666665,2.4166666666666665
name,S4,Los Angeles,Watts,under_resourced,1,opaque,T1,False,-4.708333333333333,-3.4583333333333335,1.2499999999999996
name,S4,Los Angeles,Watts,under_resourced,1,opaque,T1,True,-5.416666666666667,-3.0208333333333335,2.3958333333333335
name,S4,Los Angeles,Watts,under_resourced,1,opaque,T2,False,-4.4375,-3.3958333333333335,1.0416666666666665
name,S4,Los Angeles,Watts,under_resourced,1,opaque,T2,True,-5.25,-2.7083333333333335,2.5416666666666665
name,S4,Los Angeles,Compton,under_resourced,1,opaque,T1,False,-4.6875,-3.4166666666666665,1.2708333333333335
name,S4,Los Angeles,Compton,under_resourced,1,opaque,T1,True,-5.375,-3.1875,2.1875
name,S4,Los Angeles,Compton,under_resourced,1,opaque,T2,False,-4.604166666666667,-3.3958333333333335,1.2083333333333335
name,S4,Los Angeles,Compton,under_resourced,1,opaque,T2,True,-5.416666666666667,-2.9583333333333335,2.4583333333333335
name,S4,Los Angeles,Inglewood,under_resourced,1,semi,T1,False,-4.625,-3.375,1.25
name,S4,Los Angeles,Inglewood,under_resourced,1,semi,T1,True,-5.291666666666667,-3.0416666666666665,2.2500000000000004
name,S4,Los Angeles,Inglewood,under_resourced,1,semi,T2,False,-4.458333333333333,-3.4583333333333335,0.9999999999999996
name,S4,Los Angeles,Inglewood,under_resourced,1,semi,T2,True,-5.3125,-2.8333333333333335,2.4791666666666665
name,S5,Boston,Back Bay,affluent,2,transparent,T1,False,-4.708333333333333,-3.1666666666666665,1.5416666666666665
name,S5,Boston,Back Bay,affluent,2,transparent,T1,True,-5.375,-2.9791666666666665,2.3958333333333335
name,S5,Boston,Back Bay,affluent,2,transparent,T2,False,-4.625,-3.3541666666666665,1.2708333333333335
name,S5,Boston,Back Bay,affluent,2,transparent,T2,True,-5.416666666666667,-2.7291666666666665,2.6875000000000004
name,S5,Boston,Beacon Hill,affluent,2,transparent,T1,False,-4.833333333333333,-3.0833333333333335,1.7499999999999996
name,S5,Boston,Beacon Hill,affluent,2,transparent,T1,True,-5.458333333333333,-3.1041666666666665,2.3541666666666665
name,S5,Boston,Beacon Hill,affluent,2,transparent,T2,False,-4.645833333333333,-3.3333333333333335,1.3124999999999996
name,S5,Boston,Beacon Hill,affluent,2,transparent,T2,True,-5.416666666666667,-2.8958333333333335,2.5208333333333335
name,S5,Boston,Brookline,affluent,1,semi,T1,False,-4.916666666666667,-3.125,1.791666666666667
name,S5,Boston,Brookline,affluent,1,semi,T1,True,-5.5,-3.1875,2.3125
name,S5,Boston,Brookline,affluent,1,semi,T2,False,-4.625,-3.3541666666666665,1.2708333333333335
name,S5,Boston,Brookline,affluent,1,semi,T2,True,-5.375,-2.9166666666666665,2.4583333333333335
name,S5,Boston,Roxbury,under_resourced,1,opaque,T1,False,-5.166666666666667,-3.125,2.041666666666667
name,S5,Boston,Roxbury,under_resourced,1,opaque,T1,True,-5.583333333333333,-3.25,2.333333333333333
name,S5,Boston,Roxbury,under_resourced,1,opaque,T2,False,-4.4375,-3.5833333333333335,0.8541666666666665
name,S5,Boston,Roxbury,under_resourced,1,opaque,T2,True,-5.416666666666667,-3.0416666666666665,2.3750000000000004
name,S5,Boston,Dorchester,under_resourced,1,opaque,T1,False,-4.958333333333333,-3.1875,1.770833333333333
name,S5,Boston,Dorchester,under_resourced,1,opaque,T1,True,-5.458333333333333,-3.3333333333333335,2.1249999999999996
name,S5,Boston,Dorchester,under_resourced,1,opaque,T2,False,-4.729166666666667,-3.3541666666666665,1.3750000000000004
name,S5,Boston,Dorchester,under_resourced,1,opaque,T2,True,-5.416666666666667,-3.0416666666666665,2.3750000000000004
name,S5,Boston,Chelsea,under_resourced,1,opaque,T1,False,-5.020833333333333,-3.2708333333333335,1.7499999999999996
name,S5,Boston,Chelsea,under_resourced,1,opaque,T1,True,-5.5,-3.1875,2.3125
name,S5,Boston,Chelsea,under_resourced,1,opaque,T2,False,-4.770833333333333,-3.25,1.520833333333333
name,S5,Boston,Chelsea,under_resourced,1,opaque,T2,True,-5.5,-3.1041666666666665,2.3958333333333335
name,S5,Chicago,Lincoln Park,affluent,2,transparent,T1,False,-5.0625,-3.1458333333333335,1.9166666666666665
name,S5,Chicago,Lincoln Park,affluent,2,transparent,T1,True,-5.333333333333333,-3.2708333333333335,2.0624999999999996
name,S5,Chicago,Lincoln Park,affluent,2,transparent,T2,False,-4.75,-3.2083333333333335,1.5416666666666665
name,S5,Chicago,Lincoln Park,affluent,2,transparent,T2,True,-5.416666666666667,-3.0,2.416666666666667
name,S5,Chicago,Lakeview,affluent,1,transparent,T1,False,-4.916666666666667,-3.2083333333333335,1.7083333333333335
name,S5,Chicago,Lakeview,affluent,1,transparent,T1,True,-5.416666666666667,-3.1458333333333335,2.2708333333333335
name,S5,Chicago,Lakeview,affluent,1,transparent,T2,False,-4.854166666666667,-3.3541666666666665,1.5000000000000004
name,S5,Chicago,Lakeview,affluent,1,transparent,T2,True,-5.458333333333333,-2.9166666666666665,2.5416666666666665
name,S5,Chicago,Winnetka,affluent,1,opaque,T1,False,-4.791666666666667,-3.1666666666666665,1.6250000000000004
name,S5,Chicago,Winnetka,affluent,1,opaque,T1,True,-5.416666666666667,-3.3541666666666665,2.0625000000000004
name,S5,Chicago,Winnetka,affluent,1,opaque,T2,False,-4.625,-3.3958333333333335,1.2291666666666665
name,S5,Chicago,Winnetka,affluent,1,opaque,T2,True,-5.416666666666667,-3.0,2.416666666666667
name,S5,Chicago,Englewood,under_resourced,1,semi,T1,False,-5.0,-3.2083333333333335,1.7916666666666665
name,S5,Chicago,Englewood,under_resourced,1,semi,T1,True,-5.416666666666667,-3.3958333333333335,2.0208333333333335
name,S5,Chicago,Englewood,under_resourced,1,semi,T2,False,-4.6875,-3.3541666666666665,1.3333333333333335
name,S5,Chicago,Englewood,under_resourced,1,semi,T2,True,-5.3125,-3.1458333333333335,2.1666666666666665
name,S5,Chicago,Austin,under_resourced,1,opaque,T1,False,-4.958333333333333,-3.4166666666666665,1.5416666666666665
name,S5,Chicago,Austin,under_resourced,1,opaque,T1,True,-5.375,-3.3541666666666665,2.0208333333333335
name,S5,Chicago,Austin,under_resourced,1,opaque,T2,False,-4.729166666666667,-3.3125,1.416666666666667
name,S5,Chicago,Austin,under_resourced,1,opaque,T2,True,-5.375,-3.0833333333333335,2.2916666666666665
name,S5,Chicago,Harvey,under_resourced,1,opaque,T1,False,-5.020833333333333,-3.25,1.770833333333333
name,S5,Chicago,Harvey,under_resourced,1,opaque,T1,True,-5.416666666666667,-3.2916666666666665,2.1250000000000004
name,S5,Chicago,Harvey,under_resourced,1,opaque,T2,False,-4.625,-3.3541666666666665,1.2708333333333335
name,S5,Chicago,Harvey,under_resourced,1,opaque,T2,True,-5.458333333333333,-3.0416666666666665,2.4166666666666665
name,S5,Los Angeles,Brentwood,affluent,1,semi,T1,False,-5.0,-3.3125,1.6875
name,S5,Los Angeles,Brentwood,affluent,1,semi,T1,True,-5.416666666666667,-3.2708333333333335,2.1458333333333335
name,S5,Los Angeles,Brentwood,affluent,1,semi,T2,False,-4.625,-3.3958333333333335,1.2291666666666665
name,S5,Los Angeles,Brentwood,affluent,1,semi,T2,True,-5.375,-2.9583333333333335,2.4166666666666665
name,S5,Los Angeles,Beverly Grove,affluent,2,transparent,T1,False,-5.020833333333333,-3.2291666666666665,1.7916666666666665
name,S5,Los Angeles,Beverly Grove,affluent,2,transparent,T1,True,-5.333333333333333,-3.1875,2.145833333333333
name,S5,Los Angeles,Beverly Grove,affluent,2,transparent,T2,False,-4.708333333333333,-3.3958333333333335,1.3124999999999996
name,S5,Los Angeles,Beverly Grove,affluent,2,transparent,T2,True,-5.416666666666667,-2.8125,2.604166666666667
name,S5,Los Angeles,Pasadena,affluent,1,opaque,T1,False,-4.875,-3.1458333333333335,1.7291666666666665
name,S5,Los Angeles,Pasadena,affluent,1,opaque,T1,True,-5.5,-3.1666666666666665,2.3333333333333335
name,S5,Los Angeles,Pasadena,affluent,1,opaque,T2,False,-4.5,-3.4375,1.0625
name,S5,Los Angeles,Pasadena,affluent,1,opaque,T2,True,-5.458333333333333,-2.9583333333333335,2.4999999999999996
name,S5,Los Angeles,Watts,under_resourced,1,opaque,T1,False,-5.041666666666667,-3.2083333333333335,1.8333333333333335
name,S5,Los Angeles,Watts,under_resourced,1,opaque,T1,True,-5.416666666666667,-3.1666666666666665,2.2500000000000004
name,S5,Los Angeles,Watts,under_resourced,1,opaque,T2,False,-4.833333333333333,-3.2291666666666665,1.6041666666666665
name,S5,Los Angeles,Watts,under_resourced,1,opaque,T2,True,-5.458333333333333,-2.9791666666666665,2.4791666666666665
name,S5,Los Angeles,Compton,under_resourced,1,opaque,T1,False,-4.979166666666667,-3.2083333333333335,1.7708333333333335
name,S5,Los Angeles,Compton,under_resourced,1,opaque,T1,True,-5.541666666666667,-3.2291666666666665,2.3125000000000004
name,S5,Los Angeles,Compton,under_resourced,1,opaque,T2,False,-4.75,-3.3333333333333335,1.4166666666666665
name,S5,Los Angeles,Compton,under_resourced,1,opaque,T2,True,-5.5,-3.1458333333333335,2.3541666666666665
name,S5,Los Angeles,Inglewood,under_resourced,1,semi,T1,False,-4.958333333333333,-3.2083333333333335,1.7499999999999996
name,S5,Los Angeles,Inglewood,under_resourced,1,semi,T1,True,-5.333333333333333,-3.25,2.083333333333333
name,S5,Los Angeles,Inglewood,under_resourced,1,semi,T2,False,-4.6875,-3.3958333333333335,1.2916666666666665
name,S5,Los Angeles,Inglewood,under_resourced,1,semi,T2,True,-5.458333333333333,-2.9791666666666665,2.4791666666666665
name,S6,Boston,Back Bay,affluent,2,transparent,T1,False,-4.520833333333333,-3.2708333333333335,1.2499999999999996
name,S6,Boston,Back Bay,affluent,2,transparent,T1,True,-5.375,-3.2291666666666665,2.1458333333333335
name,S6,Boston,Back Bay,affluent,2,transparent,T2,False,-4.395833333333333,-3.375,1.020833333333333
name,S6,Boston,Back Bay,affluent,2,transparent,T2,True,-5.375,-3.1875,2.1875
name,S6,Boston,Beacon Hill,affluent,2,transparent,T1,False,-4.75,-3.2916666666666665,1.4583333333333335
name,S6,Boston,Beacon Hill,affluent,2,transparent,T1,True,-5.541666666666667,-3.375,2.166666666666667
name,S6,Boston,Beacon Hill,affluent,2,transparent,T2,False,-4.625,-3.4166666666666665,1.2083333333333335
name,S6,Boston,Beacon Hill,affluent,2,transparent,T2,True,-5.416666666666667,-3.3541666666666665,2.0625000000000004
name,S6,Boston,Brookline,affluent,1,semi,T1,False,-4.833333333333333,-3.3125,1.520833333333333
name,S6,Boston,Brookline,affluent,1,semi,T1,True,-5.5,-3.4166666666666665,2.0833333333333335
name,S6,Boston,Brookline,affluent,1,semi,T2,False,-4.645833333333333,-3.4166666666666665,1.2291666666666665
name,S6,Boston,Brookline,affluent,1,semi,T2,True,-5.375,-3.2916666666666665,2.0833333333333335
name,S6,Boston,Roxbury,under_resourced,1,opaque,T1,False,-4.979166666666667,-3.6041666666666665,1.3750000000000004
name,S6,Boston,Roxbury,under_resourced,1,opaque,T1,True,-5.75,-3.4375,2.3125
name,S6,Boston,Roxbury,under_resourced,1,opaque,T2,False,-4.5625,-3.875,0.6875
name,S6,Boston,Roxbury,under_resourced,1,opaque,T2,True,-5.5,-3.5416666666666665,1.9583333333333335
name,S6,Boston,Dorchester,under_resourced,1,opaque,T1,False,-4.895833333333333,-3.5833333333333335,1.3124999999999996
name,S6,Boston,Dorchester,under_resourced,1,opaque,T1,True,-5.375,-3.625,1.75
name,S6,Boston,Dorchester,under_resourced,1,opaque,T2,False,-4.645833333333333,-3.6041666666666665,1.0416666666666665
name,S6,Boston,Dorchester,under_resourced,1,opaque,T2,True,-5.416666666666667,-3.4583333333333335,1.9583333333333335
name,S6,Boston,Chelsea,under_resourced,1,opaque,T1,False,-4.958333333333333,-3.4166666666666665,1.5416666666666665
name,S6,Boston,Chelsea,under_resourced,1,opaque,T1,True,-5.583333333333333,-3.5208333333333335,2.0624999999999996
name,S6,Boston,Chelsea,under_resourced,1,opaque,T2,False,-4.833333333333333,-3.6041666666666665,1.2291666666666665
name,S6,Boston,Chelsea,under_resourced,1,opaque,T2,True,-5.5,-3.4583333333333335,2.0416666666666665
name,S6,Chicago,Lincoln Park,affluent,2,transparent,T1,False,-4.9375,-3.3541666666666665,1.5833333333333335
name,S6,Chicago,Lincoln Park,affluent,2,transparent,T1,True,-5.416666666666667,-3.6458333333333335,1.7708333333333335
name,S6,Chicago,Lincoln Park,affluent,2,transparent,T2,False,-4.729166666666667,-3.3958333333333335,1.3333333333333335
name,S6,Chicago,Lincoln Park,affluent,2,transparent,T2,True,-5.458333333333333,-3.4583333333333335,1.9999999999999996
name,S6,Chicago,Lakeview,affluent,1,transparent,T1,False,-4.895833333333333,-3.5625,1.333333333333333
name,S6,Chicago,Lakeview,affluent,1,transparent,T1,True,-5.541666666666667,-3.4166666666666665,2.1250000000000004
name,S6,Chicago,Lakeview,affluent,1,transparent,T2,False,-4.729166666666667,-3.7708333333333335,0.9583333333333335
name,S6,Chicago,Lakeview,affluent,1,transparent,T2,True,-5.458333333333333,-3.2708333333333335,2.1874999999999996
name,S6,Chicago,Winnetka,affluent,1,opaque,T1,False,-4.6875,-3.3333333333333335,1.3541666666666665
name,S6,Chicago,Winnetka,affluent,1,opaque,T1,True,-5.416666666666667,-3.6041666666666665,1.8125000000000004
name,S6,Chicago,Winnetka,affluent,1,opaque,T2,False,-4.5625,-3.5208333333333335,1.0416666666666665
name,S6,Chicago,Winnetka,affluent,1,opaque,T2,True,-5.416666666666667,-3.5625,1.854166666666667
name,S6,Chicago,Englewood,under_resourced,1,semi,T1,False,-4.895833333333333,-3.3958333333333335,1.4999999999999996
name,S6,Chicago,Englewood,under_resourced,1,semi,T1,True,-5.375,-3.7916666666666665,1.5833333333333335
name,S6,Chicago,Englewood,under_resourced,1,semi,T2,False,-4.5625,-3.4791666666666665,1.0833333333333335
name,S6,Chicago,Englewood,under_resourced,1,semi,T2,True,-5.375,-3.4375,1.9375
name,S6,Chicago,Austin,under_resourced,1,opaque,T1,False,-4.895833333333333,-3.6041666666666665,1.2916666666666665
name,S6,Chicago,Austin,under_resourced,1,opaque,T1,True,-5.416666666666667,-3.7291666666666665,1.6875000000000004
name,S6,Chicago,Austin,under_resourced,1,opaque,T2,False,-4.6875,-3.5625,1.125
name,S6,Chicago,Austin,under_resourced,1,opaque,T2,True,-5.458333333333333,-3.6041666666666665,1.8541666666666665
name,S6,Chicago,Harvey,under_resourced,1,opaque,T1,False,-4.9375,-3.5625,1.375
name,S6,Chicago,Harvey,under_resourced,1,opaque,T1,True,-5.375,-3.6041666666666665,1.7708333333333335
name,S6,Chicago,Harvey,under_resourced,1,opaque,T2,False,-4.625,-3.5833333333333335,1.0416666666666665
name,S6,Chicago,Harvey,under_resourced,1,opaque,T2,True,-5.375,-3.4375,1.9375
name,S6,Los Angeles,Brentwood,affluent,1,semi,T1,False,-4.9375,-3.5,1.4375
name,S6,Los Angeles,Brentwood,affluent,1,semi,T1,True,-5.416666666666667,-3.5625,1.854166666666667
name,S6,Los Angeles,Brentwood,affluent,1,semi,T2,False,-4.645833333333333,-3.625,1.020833333333333
name,S6,Los Angeles,Brentwood,affluent,1,semi,T2,True,-5.458333333333333,-3.3125,2.145833333333333
name,S6,Los Angeles,Beverly Grove,affluent,2,transparent,T1,False,-4.833333333333333,-3.375,1.458333333333333
name,S6,Los Angeles,Beverly Grove,affluent,2,transparent,T1,True,-5.3125,-3.5833333333333335,1.7291666666666665
name,S6,Los Angeles,Beverly Grove,affluent,2,transparent,T2,False,-4.583333333333333,-3.5,1.083333333333333
name,S6,Los Angeles,Beverly Grove,affluent,2,transparent,T2,True,-5.291666666666667,-3.2708333333333335,2.0208333333333335
name,S6,Los Angeles,Pasadena,affluent,1,opaque,T1,False,-4.791666666666667,-3.2708333333333335,1.5208333333333335
name,S6,Los Angeles,Pasadena,affluent,1,opaque,T1,True,-5.541666666666667,-3.5625,1.979166666666667
name,S6,Los Angeles,Pasadena,affluent,1,opaque,T2,False,-4.520833333333333,-3.4583333333333335,1.0624999999999996
name,S6,Los Angeles,Pasadena,affluent,1,opaque,T2,True,-5.416666666666667,-3.3125,2.104166666666667
name,S6,Los Angeles,Watts,under_resourced,1,opaque,T1,False,-4.958333333333333,-3.6041666666666665,1.3541666666666665
name,S6,Los Angeles,Watts,under_resourced,1,opaque,T1,True,-5.5,-3.5625,1.9375
name,S6,Los Angeles,Watts,under_resourced,1,opaque,T2,False,-4.6875,-3.4166666666666665,1.2708333333333335
name,S6,Los Angeles,Watts,under_resourced,1,opaque,T2,True,-5.416666666666667,-3.4375,1.979166666666667
name,S6,Los Angeles,Compton,under_resourced,1,opaque,T1,False,-4.916666666666667,-3.5416666666666665,1.3750000000000004
name,S6,Los Angeles,Compton,under_resourced,1,opaque,T1,True,-5.458333333333333,-3.5833333333333335,1.8749999999999996
name,S6,Los Angeles,Compton,under_resourced,1,opaque,T2,False,-4.645833333333333,-3.5625,1.083333333333333
name,S6,Los Angeles,Compton,under_resourced,1,opaque,T2,True,-5.458333333333333,-3.5,1.958333333333333
name,S6,Los Angeles,Inglewood,under_resourced,1,semi,T1,False,-4.916666666666667,-3.4166666666666665,1.5000000000000004
name,S6,Los Angeles,Inglewood,under_resourced,1,semi,T1,True,-5.458333333333333,-3.5625,1.895833333333333
name,S6,Los Angeles,Inglewood,under_resourced,1,semi,T2,False,-4.645833333333333,-3.625,1.020833333333333
name,S6,Los Angeles,Inglewood,under_resourced,1,semi,T2,True,-5.416666666666667,-3.5416666666666665,1.8750000000000004
name,S7,Boston,Back Bay,affluent,2,transparent,T1,False,-4.6875,-3.4375,1.25
name,S7,Boston,Back Bay,affluent,2,transparent,T1,True,-5.5,-3.2291666666666665,2.2708333333333335
name,S7,Boston,Back Bay,affluent,2,transparent,T2,False,-4.5,-3.5,1.0
name,S7,Boston,Back Bay,affluent,2,transparent,T2,True,-5.5,-3.125,2.375
name,S7,Boston,Beacon Hill,affluent,2,transparent,T1,False,-4.770833333333333,-3.2083333333333335,1.5624999999999996
name,S7,Boston,Beacon Hill,affluent,2,transparent,T1,True,-5.583333333333333,-3.3125,2.270833333333333
name,S7,Boston,Beacon Hill,affluent,2,transparent,T2,False,-4.6875,-3.4166666666666665,1.2708333333333335
name,S7,Boston,Beacon Hill,affluent,2,transparent,T2,True,-5.5,-3.0208333333333335,2.4791666666666665
name,S7,Boston,Brookline,affluent,1,semi,T1,False,-4.8125,-3.3958333333333335,1.4166666666666665
name,S7,Boston,Brookline,affluent,1,semi,T1,True,-5.5,-3.3125,2.1875
name,S7,Boston,Brookline,affluent,1,semi,T2,False,-4.520833333333333,-3.4791666666666665,1.0416666666666665
name,S7,Boston,Brookline,affluent,1,semi,T2,True,-5.541666666666667,-3.0625,2.479166666666667
name,S7,Boston,Roxbury,under_resourced,1,opaque,T1,False,-4.958333333333333,-3.4583333333333335,1.4999999999999996
name,S7,Boston,Roxbury,under_resourced,1,opaque,T1,True,-5.75,-3.4375,2.3125
name,S7,Boston,Roxbury,under_resourced,1,opaque,T2,False,-4.5,-3.6875,0.8125
name,S7,Boston,Roxbury,under_resourced,1,opaque,T2,True,-5.541666666666667,-3.375,2.166666666666667
name,S7,Boston,Dorchester,under_resourced,1,opaque,T1,False,-4.916666666666667,-3.4375,1.479166666666667
name,S7,Boston,Dorchester,under_resourced,1,opaque,T1,True,-5.541666666666667,-3.3333333333333335,2.2083333333333335
name,S7,Boston,Dorchester,under_resourced,1,opaque,T2,False,-4.708333333333333,-3.5208333333333335,1.1874999999999996
name,S7,Boston,Dorchester,under_resourced,1,opaque,T2,True,-5.5,-3.125,2.375
name,S7,Boston,Chelsea,under_resourced,1,opaque,T1,False,-5.020833333333333,-3.3958333333333335,1.6249999999999996
name,S7,Boston,Chelsea,under_resourced,1,opaque,T1,True,-5.625,-3.375,2.25
name,S7,Boston,Chelsea,under_resourced,1,opaque,T2,False,-4.708333333333333,-3.6458333333333335,1.0624999999999996
name,S7,Boston,Chelsea,under_resourced,1,opaque,T2,True,-5.5,-3.1875,2.3125
name,S7,Chicago,Lincoln Park,affluent,2,transparent,T1,False,-4.875,-3.3958333333333335,1.4791666666666665
name,S7,Chicago,Lincoln Park,affluent,2,transparent,T1,True,-5.541666666666667,-3.3125,2.229166666666667
name,S7,Chicago,Lincoln Park,affluent,2,transparent,T2,False,-4.5625,-3.4166666666666665,1.1458333333333335
name,S7,Chicago,Lincoln Park,affluent,2,transparent,T2,True,-5.541666666666667,-3.1666666666666665,2.3750000000000004
name,S7,Chicago,Lakeview,affluent,1,transparent,T1,False,-4.833333333333333,-3.4375,1.395833333333333
name,S7,Chicago,Lakeview,affluent,1,transparent,T1,True,-5.541666666666667,-3.1458333333333335,2.3958333333333335
name,S7,Chicago,Lakeview,affluent,1,transparent,T2,False,-4.645833333333333,-3.5208333333333335,1.1249999999999996
name,S7,Chicago,Lakeview,affluent,1,transparent,T2,True,-5.583333333333333,-2.9583333333333335,2.6249999999999996
name,S7,Chicago,Winnetka,affluent,1,opaque,T1,False,-4.833333333333333,-3.3541666666666665,1.4791666666666665
name,S7,Chicago,Winnetka,affluent,1,opaque,T1,True,-5.458333333333333,-3.3958333333333335,2.0624999999999996
name,S7,Chicago,Winnetka,affluent,1,opaque,T2,False,-4.458333333333333,-3.4375,1.020833333333333
name,S7,Chicago,Winnetka,affluent,1,opaque,T2,True,-5.5,-3.1666666666666665,2.3333333333333335
name,S7,Chicago,Englewood,under_resourced,1,semi,T1,False,-4.875,-3.4166666666666665,1.4583333333333335
name,S7,Chicago,Englewood,under_resourced,1,semi,T1,True,-5.416666666666667,-3.3958333333333335,2.0208333333333335
name,S7,Chicago,Englewood,under_resourced,1,semi,T2,False,-4.583333333333333,-3.625,0.958333333333333
name,S7,Chicago,Englewood,under_resourced,1,semi,T2,True,-5.458333333333333,-3.2916666666666665,2.1666666666666665
name,S7,Chicago,Austin,under_resourced,1,opaque,T1,False,-4.916666666666667,-3.4375,1.479166666666667
name,S7,Chicago,Austin,under_resourced,1,opaque,T1,True,-5.458333333333333,-3.5,1.958333333333333
name,S7,Chicago,Austin,under_resourced,1,opaque,T2,False,-4.625,-3.5,1.125
name,S7,Chicago,Austin,under_resourced,1,opaque,T2,True,-5.458333333333333,-3.1458333333333335,2.3124999999999996
name,S7,Chicago,Harvey,under_resourced,1,opaque,T1,False,-4.875,-3.4791666666666665,1.3958333333333335
name,S7,Chicago,Harvey,under_resourced,1,opaque,T1,True,-5.541666666666667,-3.4791666666666665,2.0625000000000004
name,S7,Chicago,Harvey,under_resourced,1,opaque,T2,False,-4.5625,-3.6041666666666665,0.9583333333333335
name,S7,Chicago,Harvey,under_resourced,1,opaque,T2,True,-5.583333333333333,-3.2083333333333335,2.3749999999999996
name,S7,Los Angeles,Brentwood,affluent,1,semi,T1,False,-4.958333333333333,-3.5208333333333335,1.4374999999999996
name,S7,Los Angeles,Brentwood,affluent,1,semi,T1,True,-5.5,-3.4583333333333335,2.0416666666666665
name,S7,Los Angeles,Brentwood,affluent,1,semi,T2,False,-4.75,-3.4583333333333335,1.2916666666666665
name,S7,Los Angeles,Brentwood,affluent,1,semi,T2,True,-5.625,-3.1458333333333335,2.4791666666666665
name,S7,Los Angeles,Beverly Grove,affluent,2,transparent,T1,False,-4.854166666666667,-3.4791666666666665,1.3750000000000004
name,S7,Los Angeles,Beverly Grove,affluent,2,transparent,T1,True,-5.5,-3.3333333333333335,2.1666666666666665
